"orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag","geneNO","essenflagNumeric"
"YBR079C","RPG1","verified1","nogrowth1","RPG1","verified2","nogrowth2","TRUE","essential",47,1
"YBR080C","SEC18","verified1","nogrowth1","SEC18","verified2","nogrowth2","TRUE","essential",48,1
"YBR081C","spt7","verified1","nogrowth1","spt7","verified2","nogrowth2","TRUE","essential",49,1
"YBR082C","ubc4","verified1","nogrowth1","ubc4","verified2","nogrowth2","TRUE","essential",50,1
"YBR083W","tec1","verified1","growth1","tec1","verified2","growth2","TRUE","nonessential",1383,0
"YBR084C-A","RPL19A","verified1","growth1","RPL19A","verified2","growth2","TRUE","nonessential",1384,0
"YBR084W","mis1","verified1","growth1","mis1","verified2","growth2","TRUE","nonessential",1385,0
"YBR085W","AAC3","verified1","nogrowth1","AAC3","verified2","nogrowth2","TRUE","essential",51,1
"YBR086C","IST2","verified1","nogrowth1","IST2","verified2","nogrowth2","TRUE","essential",52,1
"YBR087W","RFC5","verified1","nogrowth1","RFC5","verified2","nogrowth2","TRUE","essential",53,1
"YBR088C","pol30","verified1","nogrowth1","pol30","verified2","nogrowth2","TRUE","essential",54,1
"YBR089W","YBR089W","verified1","nogrowth1","YBR089W","verified2","growth2","TRUE","abnormal",1386,0
"YBR090C","YBR090C","verified1","growth1","YBR090C","verified2","growth2","TRUE","nonessential",1387,0
"YBR090C-A","YBR090C-A","verified1","growth1","YBR090C-A","verified2","growth2","TRUE","nonessential",1388,0
"YBR091C","MRS5","verified1","nogrowth1","MRS5","verified2","nogrowth2","TRUE","essential",55,1
"YBR092C","PHO3","verified1","growth1","PHO3","verified2","growth2","TRUE","nonessential",1389,0
"YBR093C","PHO5","verified1","growth1","PHO5","verified2","growth2","TRUE","nonessential",1390,0
"YBR094W","YBR094W","verified1","growth1","YBR094W","verified2","growth2","TRUE","nonessential",1391,0
"YBR095C","YBR095C","verified1","nogrowth1","YBR095C","verified2","nogrowth2","TRUE","essential",56,1
"YBR096W","YBR096W","verified1","nogrowth1","YBR096W","verified2","nogrowth2","TRUE","essential",57,1
"YBR097W","vps15","verified1","nogrowth1","vps15","verified2","growth2","TRUE","abnormal",1392,0
"YBR098W","MMS4","verified1","growth1","MMS4","verified2","growth2","TRUE","nonessential",1393,0
"YBR099C","YBR099C","verified1","growth1","YBR099C","verified2","growth2","TRUE","nonessential",1394,0
"YBR100W","YBR100W","verified1","growth1","YBR100W","verified2","growth2","TRUE","nonessential",1395,0
"YBR101C","YBR101C","verified1","growth1","YBR101C","verified2","growth2","TRUE","nonessential",1396,0
"YBR102C","EXO84","verified1","nogrowth1","EXO84","verified2","nogrowth2","TRUE","essential",58,1
"YBR103W","SIF2","verified1","growth1","SIF2","verified2","growth2","TRUE","nonessential",1397,0
"YBR104W","YMC2","verified1","growth1","YMC2","verified2","growth2","TRUE","nonessential",1398,0
"YBR106W","PHO88","verified1","growth1","PHO88","verified2","growth2","TRUE","nonessential",1399,0
"YBR107C","IML3","verified1","growth1","IML3","verified2","growth2","TRUE","nonessential",1400,0
"YBR108W","YBR108W","verified1","growth1","YBR108W","verified2","growth2","TRUE","nonessential",1401,0
"YBR109C","cmd1","verified1","nogrowth1","cmd1","verified2","nogrowth2","TRUE","essential",59,1
"YBR110W","alg1","verified1","nogrowth1","alg1","verified2","nogrowth2","TRUE","essential",60,1
"YBR111C","YSA1","verified1","nogrowth1","YSA1","verified2","nogrowth2","TRUE","essential",61,1
"YBR112C","cyc8","verified1","nogrowth1","cyc8","verified2","nogrowth2","TRUE","essential",62,1
"YBR113W","YBR113W","verified1","growth1","YBR113W","verified2","growth2","TRUE","nonessential",1402,0
"YBR114W","rad16","verified1","growth1","rad16","verified2","growth2","TRUE","nonessential",1403,0
"YBR115C","lys2","verified1","nogrowth1","lys2","verified2","nogrowth2","TRUE","essential",63,1
"YBR116C","YBR116C","verified1","growth1","YBR116C","verified2","growth2","TRUE","nonessential",1404,0
"YBR117C","TKL2","verified1","nogrowth1","TKL2","verified2","nogrowth2","TRUE","essential",64,1
"YBR118W","TEF2","verified1","nogrowth1","TEF2","verified2","nogrowth2","TRUE","essential",65,1
"YBR119W","MUD1","verified1","growth1","MUD1","verified2","growth2","TRUE","nonessential",1405,0
"YBR120C","CBP6","verified1","growth1","CBP6","verified2","growth2","TRUE","nonessential",1406,0
"YBR121C","GRS1","verified1","nogrowth1","GRS1","verified2","nogrowth2","TRUE","essential",66,1
"YBR123C","TFC1","verified1","nogrowth1","TFC1","verified2","nogrowth2","TRUE","essential",67,1
"YBR124W","YBR124W","verified1","nogrowth1","YBR124W","verified2","nogrowth2","TRUE","essential",68,1
"YBR125C","PTC4","verified1","growth1","PTC4","verified2","growth2","TRUE","nonessential",1407,0
"YBR126C","TPS1","verified1","growth1","TPS1","verified2","growth2","TRUE","nonessential",1408,0
"YBR127C","VMA2","verified1","growth1","VMA2","verified2","growth2","TRUE","nonessential",1409,0
"YBR128C","APG14","verified1","growth1","APG14","verified2","growth2","TRUE","nonessential",1410,0
"YBR129C","OPY1","verified1","growth1","OPY1","verified2","growth2","TRUE","nonessential",1411,0
"YBR130C","SHE3","verified1","growth1","SHE3","verified2","growth2","TRUE","nonessential",1412,0
"YBR131W","CCZ1","verified1","growth1","CCZ1","verified2","growth2","TRUE","nonessential",1413,0
"YBR132C","AGP2","verified1","nogrowth1","AGP2","verified2","nogrowth2","TRUE","essential",69,1
"YBR133C","HSL7","verified1","growth1","HSL7","verified2","growth2","TRUE","nonessential",1414,0
"YBR134W","YBR134W","verified1","growth1","YBR134W","verified2","growth2","TRUE","nonessential",1415,0
"YBR135W","cks1","verified1","nogrowth1","cks1","verified2","nogrowth2","TRUE","essential",70,1
"YBR136W","MEC1","verified1","nogrowth1","MEC1","verified2","growth2","TRUE","abnormal",1416,0
"YBR137W","YBR137W","verified1","growth1","YBR137W","verified2","growth2","TRUE","nonessential",1417,0
"YBR138C","HDR1","verified1","growth1","HDR1","verified2","growth2","TRUE","nonessential",1418,0
"YBR139W","YBR139W","verified1","growth1","YBR139W","verified2","growth2","TRUE","nonessential",1419,0
"YBR140C","ira1","verified1","nogrowth1","ira1","verified2","nogrowth2","TRUE","essential",71,1
"YBR141C","YBR141C","verified1","growth1","YBR141C","verified2","growth2","TRUE","nonessential",1420,0
"YBR142W","mak5","verified1","nogrowth1","mak5","verified2","nogrowth2","TRUE","essential",72,1
"YBR143C","sup45","verified1","nogrowth1","sup45","verified2","nogrowth2","TRUE","essential",73,1
"YBR144C","YBR144C","verified1","growth1","YBR144C","verified2","growth2","TRUE","nonessential",1421,0
"YBR145W","ADH5","verified1","growth1","ADH5","verified2","growth2","TRUE","nonessential",1422,0
"YBR146W","MRPS9","verified1","growth1","MRPS9","verified2","growth2","TRUE","nonessential",1423,0
"YBR147W","YBR147W","verified1","growth1","YBR147W","verified2","growth2","TRUE","nonessential",1424,0
"YBR148W","YSW1","verified1","growth1","YSW1","verified2","growth2","TRUE","nonessential",1425,0
"YBR149W","ARA1","verified1","growth1","ARA1","verified2","growth2","TRUE","nonessential",1426,0
"YBR150C","TBS1","verified1","growth1","TBS1","verified2","growth2","TRUE","nonessential",1427,0
"YBR151W","APD1","verified1","growth1","APD1","verified2","growth2","TRUE","nonessential",1428,0
"YBR152W","SPP381","verified1","nogrowth1","SPP381","verified2","nogrowth2","TRUE","essential",74,1
"YBR153W","rib7","verified1","nogrowth1","rib7","verified2","nogrowth2","TRUE","essential",75,1
"YBR154C","rpb5","verified1","nogrowth1","rpb5","verified2","nogrowth2","TRUE","essential",76,1
"YBR155W","CNS1","verified1","nogrowth1","CNS1","verified2","nogrowth2","TRUE","essential",77,1
"YBR156C","SLI15","verified1","growth1","SLI15","verified2","growth2","TRUE","nonessential",1429,0
"YBR157C","ICS2","verified1","growth1","ICS2","verified2","growth2","TRUE","nonessential",1430,0
"YBR158W","CST13","verified1","growth1","CST13","verified2","growth2","TRUE","nonessential",1431,0
"YBR159W","YBR159W","verified1","growth1","YBR159W","verified2","growth2","TRUE","nonessential",1432,0
"YBR160W","cdc28","verified1","nogrowth1","cdc28","verified2","growth2","TRUE","abnormal",1433,0
"YBR161W","YBR161W","verified1","growth1","YBR161W","verified2","growth2","TRUE","nonessential",1434,0
"YBR162C","TOS1","verified1","growth1","TOS1","verified2","growth2","TRUE","nonessential",1435,0
"YBR162W-A","YSY6","verified1","growth1","YSY6","verified2","growth2","TRUE","nonessential",1436,0
"YBR163W","DEM1","verified1","growth1","DEM1","verified2","growth2","TRUE","nonessential",1437,0
"YBR164C","ARL1","verified1","growth1","ARL1","verified2","growth2","TRUE","nonessential",1438,0
"YBR165W","UBS1","verified1","nogrowth1","UBS1","verified2","nogrowth2","TRUE","essential",78,1
"YBR166C","tyr1","verified1","nogrowth1","tyr1","verified2","nogrowth2","TRUE","essential",79,1
"YBR167C","POP7","verified1","nogrowth1","POP7","verified2","nogrowth2","TRUE","essential",80,1
"YBR168W","YBR168W","verified1","growth1","YBR168W","verified2","growth2","TRUE","nonessential",1439,0
"YBR169C","SSE2","verified1","growth1","SSE2","verified2","growth2","TRUE","nonessential",1440,0
"YBR170C","NPL4","verified1","growth1","NPL4","verified2","growth2","TRUE","nonessential",1441,0
"YBR171W","SEC66","verified1","growth1","SEC66","verified2","growth2","TRUE","nonessential",1442,0
"YBR172C","SMY2","verified1","growth1","SMY2","verified2","growth2","TRUE","nonessential",1443,0
"YBR173C","UMP1","verified1","growth1","UMP1","verified2","growth2","TRUE","nonessential",1444,0
"YBR174C","YBR174C","verified1","growth1","YBR174C","verified2","growth2","TRUE","nonessential",1445,0
"YBR175W","YBR175W","verified1","growth1","YBR175W","verified2","growth2","TRUE","nonessential",1446,0
"YBR176W","ECM31","verified1","growth1","ECM31","verified2","growth2","TRUE","nonessential",1447,0
"YBR177C","EHT1","verified1","growth1","EHT1","verified2","growth2","TRUE","nonessential",1448,0
"YBR178W","YBR178W","verified1","growth1","YBR178W","verified2","growth2","TRUE","nonessential",1449,0
"YBR179C","FZO1","verified1","growth1","FZO1","verified2","growth2","TRUE","nonessential",1450,0
"YBR180W","DTR1","verified1","growth1","DTR1","verified2","growth2","TRUE","nonessential",1451,0
"YBR181C","RPS6B","verified1","growth1","RPS6B","verified2","growth2","TRUE","nonessential",1452,0
"YBR182C","SMP1","verified1","growth1","SMP1","verified2","growth2","TRUE","nonessential",1453,0
"YBR183W","YPC1","verified1","growth1","YPC1","verified2","growth2","TRUE","nonessential",1454,0
"YBR184W","YBR184W","verified1","growth1","YBR184W","verified2","growth2","TRUE","nonessential",1455,0
"YBR185C","MBA1","verified1","growth1","MBA1","verified2","growth2","TRUE","nonessential",1456,0
"YBR186W","PCH2","verified1","growth1","PCH2","verified2","growth2","TRUE","nonessential",1457,0
"YBR187W","YBR187W","verified1","growth1","YBR187W","verified2","growth2","TRUE","nonessential",1458,0
"YBR188C","NTC20","verified1","growth1","NTC20","verified2","growth2","TRUE","nonessential",1459,0
"YBR189W","RPS9B","verified1","growth1","RPS9B","verified2","growth2","TRUE","nonessential",1460,0
"YBR190W","YBR190W","verified1","nogrowth1","YBR190W","verified2","nogrowth2","TRUE","essential",81,1
"YBR191W","RPL21A","verified1","growth1","RPL21A","verified2","growth2","TRUE","nonessential",1461,0
"YBR192W","RIM2","verified1","nogrowth1","RIM2","verified2","nogrowth2","TRUE","essential",82,1
"YBR193C","MED8","verified1","nogrowth1","MED8","verified2","nogrowth2","TRUE","essential",83,1
"YBR194W","YBR194W","verified1","growth1","YBR194W","verified2","growth2","TRUE","nonessential",1462,0
"YBR195C","msi1","verified1","growth1","msi1","verified2","growth2","TRUE","nonessential",1463,0
"YBR196C","pgi1","verified1","nogrowth1","pgi1","verified2","nogrowth2","TRUE","essential",84,1
"YBR197C","YBR197C","verified1","growth1","YBR197C","verified2","growth2","TRUE","nonessential",1464,0
"YBR198C","TAF90","verified1","nogrowth1","TAF90","verified2","nogrowth2","TRUE","essential",85,1
"YBR199W","KTR4","verified1","growth1","KTR4","verified2","growth2","TRUE","nonessential",1465,0
"YBR200W","BEM1","verified1","growth1","BEM1","verified2","growth2","TRUE","nonessential",1466,0
"YBR201W","DER1","verified1","growth1","DER1","verified2","growth2","TRUE","nonessential",1467,0
"YBR202W","CDC47","verified1","nogrowth1","CDC47","verified2","nogrowth2","TRUE","essential",86,1
"YBR203W","YBR203W","verified1","growth1","YBR203W","verified2","growth2","TRUE","nonessential",1468,0
"YBR204C","YBR204C","verified1","growth1","YBR204C","verified2","growth2","TRUE","nonessential",1469,0
"YBR205W","KTR3","verified1","growth1","KTR3","verified2","growth2","TRUE","nonessential",1470,0
"YBR206W","YBR206W","verified1","growth1","YBR206W","verified2","growth2","TRUE","nonessential",1471,0
"YBR207W","FTH1","verified1","growth1","FTH1","verified2","growth2","TRUE","nonessential",1472,0
"YBR208C","DUR1,2","verified1","growth1","DUR1,2","verified2","growth2","TRUE","nonessential",1473,0
"YBR209W","YBR209W","verified1","nogrowth1","YBR209W","verified2","growth2","TRUE","abnormal",1474,0
"YBR210W","YBR210W","verified1","growth1","YBR210W","verified2","growth2","TRUE","nonessential",1475,0
"YBR211C","AME1","verified1","nogrowth1","AME1","verified2","nogrowth2","TRUE","essential",87,1
"YBR212W","NGR1","verified1","growth1","NGR1","verified2","growth2","TRUE","nonessential",1476,0
"YBR213W","met8","questionable1","growth1","met8","verified2","growth2","TRUE","nonessential",1477,0
"YBR214W","SDS24","verified1","growth1","SDS24","verified2","growth2","TRUE","nonessential",1478,0
"YBR215W","HPC2","verified1","growth1","HPC2","verified2","growth2","TRUE","nonessential",1479,0
"YBR216C","YBR216C","verified1","growth1","YBR216C","verified2","growth2","TRUE","nonessential",1480,0
"YBR217W","APG12","verified1","growth1","APG12","verified2","growth2","TRUE","nonessential",1481,0
"YBR218C","PYC2","verified1","growth1","PYC2","verified2","growth2","TRUE","nonessential",1482,0
"YBR219C","YBR219C","verified1","growth1","YBR219C","verified2","growth2","TRUE","nonessential",1483,0
"YBR220C","YBR220C","verified1","growth1","YBR220C","verified2","growth2","TRUE","nonessential",1484,0
"YBR221C","pdb1","verified1","growth1","pdb1","verified2","growth2","TRUE","nonessential",1485,0
"YBR222C","FAT2","verified1","growth1","FAT2","verified2","growth2","TRUE","nonessential",1486,0
"YBR223C","YBR223C","verified1","growth1","YBR223C","verified2","growth2","TRUE","nonessential",1487,0
"YBR224W","YBR224W","verified1","growth1","YBR224W","verified2","growth2","TRUE","nonessential",1488,0
"YBR225W","YBR225W","verified1","growth1","YBR225W","verified2","growth2","TRUE","nonessential",1489,0
"YBR226C","YBR226C","verified1","growth1","YBR226C","verified2","growth2","TRUE","nonessential",1490,0
"YBR227C","MCX1","verified1","growth1","MCX1","verified2","growth2","TRUE","nonessential",1491,0
"YBR228W","YBR228W","verified1","growth1","YBR228W","verified2","growth2","TRUE","nonessential",1492,0
"YBR229C","ROT2","verified1","growth1","ROT2","verified2","growth2","TRUE","nonessential",1493,0
"YBR230C","YBR230C","verified1","growth1","YBR230C","verified2","growth2","TRUE","nonessential",1494,0
"YBR231C","aor1","verified1","growth1","aor1","verified2","growth2","TRUE","nonessential",1495,0
"YBR232C","YBR232C","verified1","growth1","YBR232C","verified2","growth2","TRUE","nonessential",1496,0
"YBR233W","PBP2","verified1","growth1","PBP2","verified2","growth2","TRUE","nonessential",1497,0
"YBR234C","ARC40","verified1","nogrowth1","ARC40","verified2","nogrowth2","TRUE","essential",88,1
"YBR235W","YBR235W","verified1","growth1","YBR235W","verified2","growth2","TRUE","nonessential",1498,0
"YBR236C","ABD1","verified1","nogrowth1","ABD1","verified2","nogrowth2","TRUE","essential",89,1
"YBR237W","PRP5","verified1","nogrowth1","PRP5","verified2","nogrowth2","TRUE","essential",90,1
"YBR239C","YBR239C","verified1","growth1","YBR239C","verified2","growth2","TRUE","nonessential",1499,0
"YBR240C","THI2","verified1","growth1","THI2","verified2","growth2","TRUE","nonessential",1500,0
"YBR241C","YBR241C","verified1","growth1","YBR241C","verified2","growth2","TRUE","nonessential",1501,0
"YBR242W","YBR242W","verified1","growth1","YBR242W","verified2","growth2","TRUE","nonessential",1502,0
"YBR243C","alg7","verified1","nogrowth1","alg7","verified2","growth2","TRUE","abnormal",1503,0
"YBR244W","GPX2","verified1","growth1","GPX2","verified2","growth2","TRUE","nonessential",1504,0
"YBR245C","ISW1","verified1","growth1","ISW1","verified2","growth2","TRUE","nonessential",1505,0
"YBR246W","YBR246W","verified1","growth1","YBR246W","verified2","growth2","TRUE","nonessential",1506,0
"YBR247C","ENP1","verified1","nogrowth1","ENP1","verified2","nogrowth2","TRUE","essential",91,1
"YBR248C","his7","verified1","growth1","his7","verified2","growth2","TRUE","nonessential",1507,0
"YBR249C","ARO4","verified1","growth1","ARO4","verified2","growth2","TRUE","nonessential",1508,0
"YBR250W","YBR250W","verified1","growth1","YBR250W","verified2","growth2","TRUE","nonessential",1509,0
"YBR251W","MRPS5","verified1","growth1","MRPS5","verified2","growth2","TRUE","nonessential",1510,0
"YBR252W","DUT1","verified1","nogrowth1","DUT1","verified2","nogrowth2","TRUE","essential",92,1
"YBR253W","SRB6","verified1","nogrowth1","SRB6","verified2","nogrowth2","TRUE","essential",93,1
"YBR254C","TRS20","verified1","nogrowth1","TRS20","verified2","nogrowth2","TRUE","essential",94,1
"YBR255W","YBR255W","verified1","growth1","YBR255W","verified2","growth2","TRUE","nonessential",1511,0
