gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
AEP2	YMR282C	4	44	2.26835	1.08888	0.03859	0.99064	0.98896	0.98479	0.96690	1.00549
rit1	YMR283C	4	44	0.13687	0.01432	0.01522	1.01348	1.01344	1.01808	1.00286	1.01553
YKU70	YMR284W	2	22	0.49442	0.13071	0.02842	0.98603	0.99418	0.98288	0.97968	1.00810
NGL2	YMR285C	4	44	0.98709	0.36925	0.02438	1.02454	1.03463	1.04892	1.02814	1.02510
MRPL33	YMR286W	4	44	1.84327	0.84596	0.04334	0.97282	0.99327	0.99762	0.98290	1.01616
MSU1	YMR287C	4	44	24.26621	8.95076	0.17553	1.00685	0.96276	0.83132	0.89623	0.90948
YMR288W	YMR288W	4	44	1.23663	0.50404	0.03709	1.03839	1.04131	1.06963	1.06064	1.03254
YMR289W	YMR289W	2	22	1.14892	0.42978	0.04291	0.98359	1.00495	0.97414	0.96248	1.00539
HAS1	YMR290C	2	22	1.94329	0.80854	0.05118	0.96752	0.99134	0.97296	0.95436	1.00554
YMR290W-A	YMR290W-A	2	22	1.86423	0.77157	0.02213	0.98969	1.01018	1.00183	0.99234	1.01183
YMR291W	YMR291W	3	33	1.66993	0.72493	0.04140	0.98393	0.99315	1.01986	1.00998	1.02534
GOT1	YMR292W	4	44	2.62030	1.28905	0.02564	1.00529	1.02024	1.03093	1.01283	1.01730
YMR293C	YMR293C	4	44	1.40243	0.59614	0.03764	1.03892	1.05558	1.07655	1.06393	1.04093
JNM1	YMR294W	3	31	0.96122	0.34927	0.07714	0.98631	0.99614	1.00189	0.94300	1.02014
YMR294W-A	YMR294W-A	3	33	1.08591	0.41478	0.04411	0.97721	0.97995	0.97872	0.96385	1.00796
YMR295C	YMR295C	3	33	1.89445	0.84536	0.05576	0.97733	0.99490	0.96726	0.95654	1.01230
LCB1	YMR296C	4	44	6.70834	3.39100	0.04819	0.99727	1.00973	0.96153	0.96301	0.99877
prc1	YMR297W	2	22	5.60685	2.23833	0.05303	0.96298	1.00271	0.98608	0.97500	1.01601
YMR298W	YMR298W	4	44	1.17388	0.46964	0.04830	1.00921	1.02903	1.05751	1.03100	1.04783
YMR299C	YMR299C	4	44	0.29988	0.05748	0.02789	1.01418	1.02512	1.04207	1.03542	1.02464
ade4	YMR300C	4	44	2.10484	0.99547	0.02599	0.99675	1.01386	1.00870	0.99590	1.02189
ATM1	YMR301C	4	44	4.36207	2.24020	0.06654	1.01357	1.02924	1.08011	1.07108	1.05381
prp12	YMR302C	2	22	1.96159	0.81707	0.04051	0.99173	0.98602	0.97875	0.97350	1.01401
adh2	YMR303C	4	44	3.00326	1.50451	0.07007	0.97054	0.98626	0.96632	0.94949	1.01956
YMR304C-A	YMR304C-A	2	22	0.29514	0.05722	0.02007	1.04071	1.04329	1.04495	1.02488	1.02980
UBP15	YMR304W	3	33	4.69891	2.23987	0.12634	1.02890	1.04891	1.15524	1.11134	1.07191
SCW10	YMR305C	3	33	0.60218	0.17745	0.01681	1.01812	1.02301	1.02157	1.01810	1.00621
YMR306C-A	YMR306C-A	4	44	1.28735	0.53205	0.03030	1.01923	1.02992	1.04953	1.03093	1.02983
FKS3	YMR306W	4	44	0.87515	0.31100	0.02846	1.00182	1.02975	1.01246	1.00129	1.02621
GAS1	YMR307W	4	44	0.50696	0.13616	0.01689	1.03991	1.05455	1.04906	1.03766	1.03985
PSE1	YMR308C	2	22	2.09018	0.87662	0.05733	1.05242	1.05236	1.10504	1.08712	1.04771
nip1	YMR309C	2	22	22.05661	5.41292	0.11458	0.91078	0.94318	1.02536	1.02142	1.02177
YMR310C	YMR310C	4	44	0.14081	0.01509	0.01384	1.02296	1.03007	1.03467	1.02082	1.03294
GLC8	YMR311C	4	44	3.01925	1.51344	0.03843	0.98925	1.00010	0.96698	0.96168	0.98743
YMR312W	YMR312W	3	33	2.38608	1.10674	0.04562	1.01604	0.97453	0.97042	0.98343	0.99794
YMR313C	YMR313C	4	44	0.60858	0.18102	0.01722	1.00771	1.02206	1.00700	1.00484	1.01097
PRE5	YMR314W	4	44	0.27804	0.05052	0.01890	0.98238	0.98795	1.00128	0.98971	0.99848
YMR315W	YMR315W	4	44	0.17562	0.02253	0.01664	1.02487	1.02360	1.03713	1.02049	1.02537
YMR316C-A	YMR316C-A	2	22	3.76736	1.58777	0.03699	0.98878	1.01783	0.99476	1.00371	1.02577
YMR316C-B	YMR316C-B	4	44	2.98111	1.49213	0.03849	0.98488	1.01177	0.97328	0.97452	1.00605
DIA1	YMR316W	4	44	1.80233	0.82259	0.04476	1.00709	1.02573	1.05185	1.04158	1.02398
YMR317W	YMR317W	3	33	1.00364	0.37236	0.01951	0.99387	0.99831	0.99978	0.99497	1.01338
YMR318C	YMR318C	4	44	1.13358	0.44771	0.02725	1.01199	1.02875	1.01583	1.00150	1.02544
FET4	YMR319C	4	44	1.80029	0.82143	0.02729	0.99762	1.02491	1.01484	1.00813	1.01851
YMR320W	YMR320W	4	44	2.72564	1.34860	0.03437	0.96722	1.00159	0.98650	0.97633	0.98751
YMR322C	YMR322C	4	44	0.83800	0.29206	0.05198	1.00392	0.99149	1.00489	1.02824	0.97626
YMR326C	YMR326C	2	22	0.92645	0.32367	0.06872	1.03131	0.99690	0.96258	0.99791	0.97198
DOM34	YNL001W	3	30	1.85155	0.80978	0.06992	1.04691	1.01519	1.08511	1.07404	1.03484
RLP7	YNL002C	4	44	3.21268	1.62100	0.06200	1.02106	1.00830	1.06741	1.06393	1.00541
pet8	YNL003C	2	22	1.00103	0.35902	0.05800	1.03413	1.01925	1.04994	1.06711	1.00911
HRB1	YNL004W	4	44	1.11687	0.43865	0.02833	0.95537	0.92705	0.93407	0.94841	0.94454
MRP7	YNL005C	4	42	2.54362	1.23660	0.06218	1.03832	1.00059	1.05701	1.06277	1.01636
LST8	YNL006W	3	31	2.55387	1.17879	0.05181	1.02898	1.01481	1.05602	1.04813	1.00422
sis1	YNL007C	4	44	4.05102	2.07619	0.04403	1.00777	0.99205	1.02350	1.02682	0.98279
YNL008C	YNL008C	4	44	1.28557	0.53106	0.02191	0.98759	0.98588	1.00134	1.00779	0.98917
IDP3	YNL009W	3	33	0.21688	0.03314	0.02806	1.00188	0.98236	0.97382	0.98581	0.98953
YNL010W	YNL010W	3	32	0.14311	0.01579	0.02160	0.99380	0.97500	0.98712	0.98348	0.99660
YNL011C	YNL011C	2	22	0.60009	0.17502	0.04936	1.00686	0.99775	1.01629	1.02516	0.97580
spo1	YNL012W	4	41	4.31826	2.17922	0.05450	1.00729	0.99481	1.03942	1.04738	0.99288
YNL013C	YNL013C	2	22	1.68222	0.68562	0.05697	1.02322	1.02146	1.06600	1.07843	1.02557
YNL014W	YNL014W	0	0								
PBI2	YNL015W	2	22	2.13058	0.89519	0.07010	1.03914	1.01981	1.06687	1.07442	1.00433
PUB1	YNL016W	4	44	1.53286	0.66950	0.03862	0.94246	0.91945	0.90384	0.92349	0.93581
YNL018C	YNL018C	4	40	1.11890	0.43718	0.04308	0.96448	0.94647	0.96471	0.98955	0.95832
ARK1	YNL020C	4	44	1.61341	0.71509	0.01946	0.99653	0.97707	0.97951	0.98243	0.97888
HDA1	YNL021W	2	22	1.48659	0.59220	0.05280	1.01073	1.01811	1.05844	1.05379	1.00564
YNL022C	YNL022C	2	22	1.29510	0.50012	0.03414	1.01234	0.99140	0.98656	1.00551	0.97821
FAP1	YNL023C	2	22	26.42234	5.91286	0.10772	0.89240	0.90112	0.97488	1.00012	0.97603
YNL024C	YNL024C	3	33	3.99295	1.91297	0.07216	1.02841	1.03044	1.09985	1.09019	1.02769
ssn8	YNL025C	4	44	1.40356	0.59677	0.04622	1.01881	1.01044	1.03801	1.03250	0.99179
YNL026W	YNL026W	4	40	0.66859	0.20854	0.03040	1.04001	1.03123	1.05545	1.04997	1.02506
CRZ1	YNL027W	4	44	0.50657	0.13599	0.02557	1.01598	1.00338	1.02383	1.02137	0.99826
YNL028W	YNL028W	2	22	3.51760	1.48961	0.05851	0.98553	0.96383	0.92701	0.92881	0.95458
KTR5	YNL029C	4	43	0.55025	0.15485	0.02885	1.01816	1.01166	1.02258	1.03234	1.00349
HHF2	YNL030W	4	44	0.72638	0.23662	0.03704	0.97547	0.95931	0.93844	0.94611	0.95450
HHT2	YNL031C	2	21	11.46495	3.61340	0.14729	0.98206	0.94957	0.83478	0.90485	0.88976
SIW14	YNL032W	2	22	2.47766	1.05190	0.04643	0.99546	0.98550	1.02410	1.03193	0.98552
YNL034W	YNL034W	4	44	0.40606	0.09529	0.02464	0.99747	0.98330	0.97284	0.98304	0.97346
YNL035C	YNL035C	4	44	0.64558	0.19812	0.02897	0.99152	0.98327	0.96255	0.98167	0.96737
IDH1	YNL037C	4	43	0.76801	0.25686	0.02959	0.96347	0.97582	0.99306	0.98687	0.97837
YNL038W	YNL038W	4	44	5.67699	2.90357	0.06373	0.96031	0.94776	0.89658	0.90798	0.93292
TFC5	YNL039W	2	22	0.95960	0.33934	0.03330	0.99999	0.99943	0.97091	0.98609	0.96670
YNL040W	YNL040W	2	21	1.19334	0.44788	0.07241	1.03778	1.04327	1.06454	1.10916	1.03675
YNL041C	YNL041C	4	44	0.62171	0.18705	0.03200	1.00291	0.99557	0.98577	0.99765	0.97092
BOP3	YNL042W	0	0								
YNL043C	YNL043C	4	44	3.66061	1.86654	0.07111	1.02335	1.01270	1.05464	1.08088	1.00978
YIP3	YNL044W	4	44	1.22309	0.49660	0.05066	1.02806	1.02526	1.03010	1.04057	0.98991
YNL045W	YNL045W	4	44	1.65015	0.73595	0.05925	1.02206	1.00152	1.01122	1.03074	0.97148
YNL046W	YNL046W	4	43	2.65902	1.30616	0.07333	1.03020	1.01647	1.04104	1.07403	1.00069
YNL047C	YNL047C	4	44	0.71020	0.22879	0.02414	0.97398	0.95309	0.95709	0.97242	0.94985
SFB2	YNL049C	4	44	1.44415	0.61953	0.04033	0.98036	0.97056	0.94002	0.94445	0.95223
YNL050C	YNL050C	3	33	2.78128	1.31267	0.07185	1.04695	1.05544	1.09562	1.11744	1.04559
YNL051W	YNL051W	2	22	2.15168	0.90486	0.03599	1.01687	1.02645	1.01616	1.03721	1.00121
COX5A	YNL052W	4	44	4.07858	2.09083	0.04819	0.97907	0.98597	0.93779	0.94178	0.96875
MSG5	YNL053W	4	41	1.99586	0.92498	0.04249	1.01149	0.99577	1.03664	1.03825	0.99852
VAC7	YNL054W	4	44	2.40287	1.16557	0.03228	0.97896	0.97595	0.94668	0.95113	0.96900
POR1	YNL055C	2	22	0.45738	0.11590	0.03028	0.98306	0.96685	0.95278	0.96911	0.95502
YNL056W	YNL056W	4	44	0.79145	0.26866	0.02423	0.99525	0.99687	0.97582	0.99058	1.00005
YNL057W	YNL057W	4	44	2.81316	1.39792	0.03691	0.95294	0.96460	0.93863	0.92769	0.96308
YNL058C	YNL058C	4	44	2.55805	1.25377	0.02299	0.95992	0.96430	0.94200	0.95164	0.96499
ARP5	YNL059C	2	22	1.49913	0.59822	0.03026	0.95571	0.97022	0.98002	0.96003	0.98598
NOP2	YNL061W	3	33	12.48299	4.98923	0.10639	0.94828	0.96207	1.05467	1.05198	1.00977
GCD10	YNL062C	4	43	16.94122	7.00340	0.10283	0.99265	0.99988	1.08513	1.09548	1.02769
YNL063W	YNL063W	4	41	2.04938	0.95508	0.04419	1.00735	1.01142	1.05154	1.04839	1.01482
ydj1	YNL064C	3	29	0.47066	0.12109	0.01684	1.00998	1.00184	1.00441	1.00242	0.99314
BZR1	YNL065W	4	44	1.50915	0.65612	0.02250	1.01700	1.02071	1.02661	1.02553	1.00410
SUN4	YNL066W	2	22	5.54432	2.21810	0.04025	1.02185	1.02688	1.06210	1.06063	1.02886
RPL9B	YNL067W	0	0								
FKH2	YNL068C	2	22	2.86928	1.22235	0.05405	1.04353	1.04202	1.09189	1.09030	1.03783
RPL16B	YNL069C	4	44	15.31883	6.60617	0.09014	0.84695	0.85328	0.93709	0.93021	0.92175
TOM7	YNL070W	4	44	3.41735	1.73383	0.03766	0.99329	0.98552	0.95600	0.95563	0.98919
LAT1	YNL071W	4	41	5.06310	2.54988	0.08159	1.04235	1.04577	1.11617	1.12394	1.05004
RNH35	YNL072W	4	44	2.52197	1.23330	0.05542	1.03600	1.04740	1.07691	1.08647	1.03105
MSK1	YNL073W	4	44	0.46529	0.11878	0.03305	1.01365	1.01782	1.03140	1.04670	1.02557
MLF3	YNL074C	3	33	4.62350	2.20574	0.06345	1.03163	1.03607	1.09508	1.08584	1.03204
IMP4	YNL075W	3	33	4.07137	1.95010	0.06934	0.99939	1.02282	1.06253	1.06872	1.02358
MKS1	YNL076W	4	44	3.20894	1.61893	0.04490	1.02915	1.04105	1.06234	1.05542	1.01744
YNL077W	YNL077W	4	44	2.67620	1.32067	0.04519	1.04311	1.04684	1.06787	1.07702	1.03183
YNL078W	YNL078W	4	44	0.88422	0.31565	0.02719	0.99559	1.00957	1.01999	1.02278	1.00638
TPM1	YNL079C	4	44	0.28057	0.05131	0.02077	1.01739	1.02116	1.03425	1.03445	1.01368
YNL080C	YNL080C	3	29	0.55850	0.15789	0.02031	1.01481	1.01026	1.03056	1.01556	1.01539
YNL081C	YNL081C	2	22	1.01641	0.36634	0.03286	1.02661	1.02812	1.04330	1.04039	1.01044
pms1	YNL082W	4	44	0.52493	0.14384	0.02145	1.02317	1.02423	1.03925	1.04462	1.02359
YNL083W	YNL083W	0	0								
END3	YNL084C	4	44	0.83421	0.29014	0.02945	0.99011	0.99425	1.01492	1.01957	0.99406
mkt1	YNL085W	4	44	0.41661	0.09936	0.01822	1.00479	1.00008	1.01830	1.01091	1.00807
YNL086W	YNL086W	4	44	1.35467	0.56945	0.04087	1.00635	1.00407	1.02610	1.03872	0.99785
YNL087W	YNL087W	4	44	3.11608	1.56739	0.04445	1.03108	1.03590	1.06247	1.05648	1.01802
top2	YNL088W	2	22	1.87122	0.77485	0.03346	0.99096	0.99130	0.95784	0.97270	0.98821
YNL089C	YNL089C	7	77	1.88601	0.90842	0.04610	1.01412	1.01222	1.04168	1.05400	1.00790
RHO2	YNL090W	4	44	0.88438	0.31574	0.02361	1.00432	1.01779	1.02793	1.02607	1.02122
YNL091W	YNL091W	2	22	0.92374	0.32239	0.02671	1.00675	1.01983	1.03346	1.02043	1.02512
YNL092W	YNL092W	4	44	3.21407	1.62177	0.05467	1.01545	1.02190	1.06790	1.07013	1.02053
YPT53	YNL093W	4	44	0.27937	0.05094	0.01699	0.99185	0.99128	0.99944	0.99781	1.00826
YNL094W	YNL094W	2	22	0.80206	0.26556	0.02654	1.00701	0.99676	0.98047	0.99051	0.98584
YNL095C	YNL095C	4	44	0.22419	0.03476	0.00684	1.02993	1.02726	1.03070	1.03410	1.02921
RPS7B	YNL096C	3	33	7.49449	3.38513	0.06735	0.91580	0.94859	0.97435	0.97203	0.98315
PHO23	YNL097C	4	44	1.26181	0.51792	0.02599	0.98994	0.98744	1.00526	0.99953	0.97927
ras2	YNL098C	4	44	1.51856	0.66143	0.03991	0.94994	0.94864	0.92966	0.93133	0.96957
YNL099C	YNL099C	4	44	3.92691	2.00999	0.04676	0.98607	0.97832	0.94656	0.95566	0.99332
YNL100W	YNL100W	2	22	8.98733	3.18407	0.09389	0.94397	0.94851	1.03786	0.98894	0.99908
YNL101W	YNL101W	2	22	0.94530	0.33257	0.01817	0.97634	0.98135	0.96457	0.96318	0.96781
pol1	YNL102W	2	22	4.33157	1.80029	0.07451	0.94701	0.92241	0.88300	0.87249	0.93150
met4	YNL103W	4	44	2.84640	1.41661	0.03833	1.02365	1.02389	1.05908	1.05884	1.02075
LEU4	YNL104C	4	44	0.56153	0.15985	0.01959	1.03684	1.02721	1.03717	1.03588	1.01758
YNL105W	YNL105W	4	44	2.41386	1.17183	0.04939	0.99517	0.98430	0.94578	0.95268	0.99300
INP52	YNL106C	2	22	2.76209	1.17638	0.05527	0.97609	0.96805	0.92368	0.92083	0.97587
YAF9	YNL107W	2	22	4.05562	1.69791	0.05345	0.99968	0.98682	0.95257	0.94623	0.98727
YNL108C	YNL108C	2	22	1.54997	0.62257	0.05846	1.03289	1.02530	1.07508	1.08251	1.02405
YNL109W	YNL109W	2	22	0.90845	0.31519	0.03662	0.94050	0.93360	0.94942	0.95402	0.97022
YNL110C	YNL110C	4	44	5.81499	2.97042	0.07057	0.98810	1.00232	1.04363	1.05867	1.02632
CYB5	YNL111C	4	42	1.84873	0.84462	0.03840	1.00518	1.00780	1.04358	1.02932	1.01406
DBP2	YNL112W	0	0								
rpc19	YNL113W	2	22	1.14935	0.42998	0.03554	0.94079	0.94060	0.92617	0.92475	0.96029
YNL114C	YNL114C	3	33	3.36747	1.60924	0.04676	0.96259	0.94420	0.91583	0.93505	0.95810
YNL115C	YNL115C	4	44	1.43301	0.61328	0.03048	1.03134	1.03132	1.04403	1.03882	1.01355
YNL116W	YNL116W	4	44	0.09782	0.00768	0.01080	1.00838	1.01197	1.01918	1.01896	1.01171
MLS1	YNL117W	2	22	1.16781	0.43885	0.06420	1.04880	1.03669	1.03196	1.02964	0.98461
DCP2	YNL118C	3	29	3.84289	1.76929	0.06722	0.96329	0.95896	0.90581	0.93281	0.97303
YNL119W	YNL119W	4	44	0.79027	0.26807	0.02290	0.99601	1.00228	0.97938	0.98891	1.00112
YNL120C	YNL120C	4	44	0.12610	0.01232	0.01413	1.02958	1.02139	1.02781	1.03552	1.02518
TOM70	YNL121C	4	44	0.20901	0.03073	0.02332	1.00116	1.00888	0.98556	0.99417	1.00098
YNL122C	YNL122C	4	44	3.45432	1.75409	0.05827	0.97376	0.97264	0.91862	0.94536	0.97689
YNL123W	YNL123W	4	44	1.09465	0.42665	0.03275	0.97398	0.97892	0.94617	0.95769	0.97281
YNL124W	YNL124W	4	44	0.89970	0.32363	0.02963	1.02826	1.02734	1.03427	1.04023	1.01060
ESBP6	YNL125C	4	44	1.40874	0.59967	0.02779	0.99058	0.99034	0.98030	0.97920	1.00699
SPC98	YNL126W	4	44	1.46304	0.63015	0.03282	0.94994	0.95237	0.95993	0.96092	0.98276
YNL127W	YNL127W	4	44	0.03749	0.00122	0.00482	1.00434	1.00916	1.00724	1.00878	1.00889
TEP1	YNL128W	4	44	2.30531	1.10997	0.04903	0.96778	0.96780	0.94315	0.93330	0.98233
YNL129W	YNL129W	4	44	1.80929	0.82656	0.03214	0.98047	0.98434	0.97871	0.95220	0.98266
CPT1	YNL130C	4	44	1.97079	0.91882	0.04092	0.98395	0.98683	0.95858	0.95625	0.99717
TOM22	YNL131W	3	33	1.23296	0.49175	0.03758	0.97872	0.97930	0.94172	0.94758	0.97465
YNL132W	YNL132W	4	44	0.52404	0.14346	0.02094	0.97843	0.97407	0.95749	0.95785	0.97622
YNL133C	YNL133C	2	22	1.62548	0.65863	0.03955	0.95178	0.97257	0.94024	0.93302	0.96954
YNL134C	YNL134C	4	40	0.48735	0.12790	0.01618	0.99549	1.00248	0.99780	1.00368	0.98750
fpr1	YNL135C	2	22	1.36725	0.53486	0.05753	0.93522	0.93124	0.88811	0.87770	0.93397
YNL136W	YNL136W	3	33	1.32459	0.54026	0.03633	0.98781	0.98751	0.95638	0.95148	0.96371
nam9	YNL137C	3	33	10.57208	4.42777	0.12822	0.98144	0.95104	0.85322	0.85429	0.91679
srv2	YNL138W	4	44	3.19315	1.61018	0.04874	0.98974	0.98718	0.94295	0.95137	0.99168
RLR1	YNL139C	2	22	1.55802	0.62642	0.06042	0.96974	0.96305	0.91287	0.93417	0.97329
YNL140C	YNL140C	4	40	1.84321	0.83659	0.06827	0.96113	0.96551	0.90872	0.90800	0.97628
AAH1	YNL141W	2	22	1.44799	0.57368	0.04950	1.01780	1.01707	0.96829	0.98734	0.99764
MEP2	YNL142W	4	43	0.88277	0.31463	0.03050	1.00994	1.03162	1.01338	1.04044	1.03781
YNL143C	YNL143C	0	0								
YNL144C	YNL144C	2	22	0.51955	0.14100	0.04333	1.06677	1.06130	1.02343	1.05850	1.03109
mfa2	YNL145W	4	44	0.54875	0.15421	0.03081	1.04146	1.03903	1.04526	1.05409	1.02328
YNL146W	YNL146W	2	22	5.00101	2.03707	0.08862	1.01775	0.99440	0.92913	0.96807	1.00126
LSM7	YNL147W	4	44	3.12943	1.57482	0.04554	0.97111	0.95176	0.99293	0.99730	0.97960
ALF1	YNL148C	4	44	3.46580	1.76038	0.03979	0.97074	0.94936	0.94074	0.93619	0.97598
YNL149C	YNL149C	2	22	2.32354	0.98295	0.05188	0.99628	1.02286	1.04816	1.04395	1.02525
YNL150W	YNL150W	4	44	3.95427	2.02462	0.04505	1.01225	1.02323	1.05731	1.05304	1.03724
rpc31	YNL151C	4	44	0.61847	0.18556	0.01314	1.02402	1.03716	1.03033	1.03082	1.02937
YNL152W	YNL152W	4	44	3.26423	1.64952	0.06598	1.04103	1.04627	1.09394	1.10701	1.05609
GIM3	YNL153C	2	22	3.45470	1.46448	0.04212	1.02066	1.05656	1.06278	1.05385	1.05646
yck2	YNL154C	4	44	1.88230	0.86825	0.04171	0.98493	0.97735	0.95135	0.94321	0.98029
YNL155W	YNL155W	0	0								
YNL156C	YNL156C	4	44	1.76739	0.80267	0.03471	0.97168	0.96230	0.94078	0.93870	0.97341
YNL157W	YNL157W	2	22	0.66476	0.20333	0.02598	1.01820	1.03129	1.01148	1.02822	1.03746
YNL158W	YNL158W	4	44	0.86016	0.30333	0.02172	1.00401	1.01809	1.01332	1.01634	0.99637
YNL159C	YNL159C	4	44	0.48869	0.12846	0.01786	0.97850	0.99635	0.99261	0.98622	0.99157
YGP1	YNL160W	4	44	2.46876	1.20306	0.03836	0.99682	0.99469	1.03305	1.03281	1.01385
CBK1	YNL161W	4	44	10.59678	5.00581	0.06537	0.95337	0.95754	0.89273	0.89696	0.95809
RPL42A	YNL162W	0	0								
YNL163C	YNL163C	4	44	0.33066	0.06780	0.01777	0.99639	0.99789	1.01076	0.99299	1.00674
YNL164C	YNL164C	4	44	2.64323	1.30203	0.05983	1.04327	1.04685	1.08293	1.06858	1.02310
YNL165W	YNL165W	4	44	1.51380	0.65874	0.04898	1.04038	1.03911	1.05370	1.05655	1.00757
BNI5	YNL166C	0	0								
sko1	YNL167C	4	44	1.00521	0.37883	0.03013	0.96624	0.98553	0.95540	0.95734	0.97950
YNL168C	YNL168C	4	44	1.78392	0.81209	0.03774	1.01270	1.00650	1.04310	1.02599	1.00536
PSD1	YNL169C	2	21	0.78722	0.25780	0.05785	0.89456	0.87738	0.83671	0.86282	0.88429
YNL170W	YNL170W	2	22	3.83436	1.61367	0.08190	0.97650	0.97595	0.89461	0.91319	0.97613
YNL171C	YNL171C	2	22	3.72943	1.57303	0.04874	1.01611	1.01305	0.97737	0.97833	1.02611
APC1	YNL172W	2	22	0.24278	0.04116	0.02274	1.00366	1.00705	0.98431	0.99088	0.99668
MDG1	YNL173C	4	44	0.14616	0.01615	0.01228	1.02433	1.01480	1.01819	1.02006	1.01205
NOP13	YNL175C	4	44	0.51475	0.13947	0.02300	0.98240	0.99060	0.97217	0.97877	0.99516
YNL176C	YNL176C	3	33	0.36970	0.08201	0.03703	1.03479	1.03652	1.05901	1.06336	1.02633
YNL177C	YNL177C	2	22	2.61581	1.11281	0.08936	0.97643	0.95868	0.88706	0.89549	0.95731
RPS3	YNL178W	4	44	4.50761	2.31601	0.06389	0.94270	0.95601	1.00433	1.00658	0.99251
YNL179C	YNL179C	4	44	1.09697	0.42790	0.03481	1.02970	1.03760	1.04764	1.04577	1.01284
RHO5	YNL180C	4	44	2.32022	1.11848	0.04946	0.99250	1.01561	1.04196	1.03750	1.02954
YNL181W	YNL181W	4	43	2.19749	1.04522	0.04359	0.99256	1.02241	1.03177	1.03615	1.01605
YNL182C	YNL182C	4	44	2.78329	1.38110	0.04214	0.99989	0.99033	0.97248	0.95775	0.97837
NPR1	YNL183C	4	44	0.58731	0.17137	0.02389	1.01193	1.02564	1.00784	1.00175	1.00452
YNL184C	YNL184C	4	41	12.01096	5.34540	0.11425	0.96599	0.91755	0.86417	0.89309	0.85174
MRPL19	YNL185C	4	44	42.35732	12.22287	0.18463	0.91238	0.87175	0.73248	0.72775	0.80195
YNL187W	YNL187W	0	0								
kar1	YNL188W	4	44	0.20000	0.02842	0.01842	1.01177	1.00010	0.99791	0.99335	0.99871
srp1	YNL189W	4	44	0.25267	0.04283	0.01833	0.99075	0.99976	0.99232	0.98143	0.99747
YNL190W	YNL190W	4	44	0.45794	0.11579	0.02101	0.99161	1.00104	1.00541	0.99444	0.98440
YNL191W	YNL191W	4	44	0.73389	0.24028	0.03651	1.00547	1.01384	0.97733	0.98540	0.99025
CHS1	YNL192W	2	22	1.64610	0.66845	0.04345	0.99752	0.98276	0.99990	0.96779	0.95645
YNL193W	YNL193W	2	22	0.53168	0.14602	0.03232	1.01226	1.00519	1.01608	0.99146	0.98376
YNL194C	YNL194C	4	44	0.51255	0.13854	0.01761	0.99673	0.99835	1.00233	0.98472	0.99567
YNL195C	YNL195C	4	44	0.05994	0.00303	0.00890	0.99255	0.99247	0.98683	0.98365	0.99030
SLZ1	YNL196C	2	22	1.42919	0.56465	0.04434	0.99493	0.99004	1.02662	1.01849	0.98228
WHI3	YNL197C	4	40	1.97179	0.90850	0.05058	0.98619	1.00597	1.03677	1.01110	0.99070
YNL198C	YNL198C	2	22	0.62109	0.18413	0.03764	1.01802	1.01331	1.03069	1.00920	0.99305
GCR2	YNL199C	4	44	0.14009	0.01495	0.01483	0.99021	0.99686	0.99748	0.98265	0.98947
YNL200C	YNL200C	4	44	4.14242	2.12467	0.04043	0.96472	0.98432	0.95132	0.94389	0.97548
YNL201C	YNL201C	4	44	1.42288	0.60759	0.04241	0.96236	0.96988	0.92747	0.94028	0.94835
SPS19	YNL202W	4	44	3.99609	2.04695	0.04861	0.93827	0.95645	0.98688	0.97783	0.96799
YNL203C	YNL203C	2	22	0.31956	0.06527	0.01835	0.98425	1.00007	0.99639	0.98171	0.99471
SPS18	YNL204C	4	44	0.95200	0.35081	0.02329	1.00954	1.02904	1.03283	1.03165	1.02186
YNL205C	YNL205C	3	33	0.26600	0.04721	0.01912	1.01324	1.01590	1.00159	0.99677	0.99918
RTT106	YNL206C	4	44	0.56026	0.15928	0.02845	0.96325	0.98171	0.99016	0.98136	0.99169
YNL207W	YNL207W	4	44	0.68730	0.21781	0.02990	0.98919	1.00181	0.99124	0.97191	0.99120
YNL208W	YNL208W	0	0								
mer1	YNL210W	4	44	0.05842	0.00289	0.00905	1.02721	1.03060	1.02514	1.02762	1.02155
YNL211C	YNL211C	4	44	0.20449	0.02956	0.01854	0.99296	1.00536	1.00817	1.00137	1.01150
VID27	YNL212W	3	33	1.90400	0.85048	0.06602	0.90423	0.93507	0.93571	0.94316	0.97025
YNL213C	YNL213C	4	44	3.23756	1.63477	0.04806	0.96053	0.96141	0.92158	0.92057	0.96863
PEX17	YNL214W	4	44	3.18657	1.60653	0.04235	1.00805	1.02084	1.04479	1.05039	1.01647
YNL215W	YNL215W	2	22	0.72262	0.22925	0.02685	0.96692	0.98267	0.99377	0.96804	0.96836
rap1	YNL216W	4	44	1.79818	0.82023	0.05532	0.93190	0.96232	0.92493	0.95428	0.98025
YNL217W	YNL217W	4	44	2.36676	1.14501	0.04365	0.98431	0.98190	0.95375	0.94610	0.98975
YNL218W	YNL218W	2	22	1.09648	0.40461	0.04431	1.03294	1.06413	1.07724	1.06654	1.04974
ALG9	YNL219C	4	44	2.31404	1.11495	0.05455	0.93966	0.95638	0.91834	0.92237	0.97289
ade12	YNL220W	4	44	0.15770	0.01855	0.01389	0.99407	0.99845	0.99538	1.00796	0.99589
POP1	YNL221C	4	44	1.97256	0.91984	0.03599	0.97318	0.98219	0.96500	0.95103	0.98702
